yr_built,yr_renovated,house_age,age_after_renovtion,room_bed,room_bath,living_measure,lot_measure,ceil,coast,sight,condition,quality,ceil_measure,basement,zipcode,lat,long,living_measure15,lot_measure15,furnished,total_area,price,Premium_House
2007,0,8,0,3,2,1920,5688,1,0,3,3,9,1920,0,98022,47.1952,-121.976,2384,4802,1,7608,340000,0
1989,0,26,0,3,2.5,2350,7035,2,0,0,3,8,2350,0,98029,47.5713,-122.02,2270,7192,0,9385,613500,0
1990,0,24,0,4,2.5,2530,9933,2,0,2,3,8,2010,520,98092,47.2654,-122.216,2140,9933,0,12463,331950,0
1994,0,21,0,4,2.5,3220,7873,2,0,0,3,10,3220,0,98075,47.5849,-122.03,2610,8023,1,11093,763000,0
1976,0,38,0,3,1.75,2170,153767,1,0,0,3,7,2170,0,98042,47.3694,-122.065,2840,49500,0,155937,585000,0
1978,0,36,0,4,2.75,2760,18306,1,0,0,3,7,1630,1130,98034,47.7302,-122.215,2470,9856,0,21066,492500,0
1992,0,22,0,3,2,1560,7352,1,0,0,3,6,1560,0,98001,47.2804,-122.251,1120,7950,0,8912,196440,0
2014,0,0,0,4,2.75,3130,8920,2,0,0,3,8,3130,0,98155,47.7397,-122.316,1450,9183,0,12050,690500,0
1923,0,91,0,4,3.25,3890,25470,2,1,3,5,10,3030,860,98105,47.6608,-122.269,4140,19281,1,29360,2950000,1
1920,0,94,0,2,1.75,1250,2890,1,0,0,4,7,790,460,98103,47.6795,-122.353,1500,3225,0,4140,450000,0
1992,0,22,0,3,2.5,2000,9202,2,0,0,4,7,2000,0,98038,47.3516,-122.057,1750,7827,0,11202,225000,0
1925,0,89,0,3,1.75,1516,2897,1,0,0,3,7,998,518,98103,47.6842,-122.341,2100,3854,0,4413,575575,0
1980,0,34,0,5,3.25,3160,10000,2,0,0,4,8,3160,0,98027,47.52,-122.047,2130,10000,0,13160,574950,0
1987,0,27,0,3,2.5,1620,5250,2,0,0,3,8,1620,0,98003,47.3538,-122.301,1650,5250,0,6870,240000,0
1976,0,38,0,3,1,1290,8974,1,0,0,5,7,1290,0,98072,47.74,-122.173,1540,7500,0,10264,373000,0
1974,0,40,0,3,2.5,1540,7280,1,0,0,3,7,1080,460,98003,47.3102,-122.322,1220,6440,0,8820,279000,0
2005,0,9,0,4,2.5,2150,7303,2,0,0,3,8,2150,0,98056,47.5109,-122.183,1940,9569,0,9453,392500,0
2014,0,1,0,3,2.25,1860,1558,3,0,0,3,8,1860,0,98103,47.7006,-122.339,1760,2456,0,3418,539950,0
1947,0,67,0,3,1,1000,6947,1,0,0,4,7,1000,0,98125,47.7142,-122.319,1000,6947,0,7947,375000,0
1979,0,35,0,3,2.5,1940,10800,1,0,0,3,8,1340,600,98077,47.7471,-122.075,2080,9600,0,12740,432500,0
1939,0,75,0,1,1,710,4725,1,0,0,3,6,710,0,98133,47.7328,-122.34,900,5250,0,5435,264000,0
1973,0,41,0,3,2.25,3230,17833,2,0,0,4,9,3230,0,98006,47.5683,-122.188,3690,17162,1,21063,2110000,1
1915,0,100,0,5,1.75,2640,7722,1.5,0,0,4,7,1650,990,98117,47.6802,-122.361,1750,4000,0,10362,823000,0
1912,0,102,0,4,1.75,1800,10890,1.5,0,0,4,6,1800,0,98027,47.5312,-122.04,1530,9818,0,12690,385000,0
1987,0,27,0,3,2.25,1620,12309,2,0,0,3,7,1620,0,98074,47.6188,-122.029,2030,13963,0,13929,473000,0
1929,0,85,0,4,2.25,2480,6000,2,0,2,3,10,2380,100,98199,47.6392,-122.406,3030,5600,1,8480,979700,0
1914,2007,100,7,2,1.5,1480,3120,1,0,0,3,7,930,550,98105,47.6684,-122.323,1000,3780,0,4600,509250,0
2014,0,0,0,4,2.75,2760,5670,2,0,0,3,10,2760,0,98075,47.5819,-122.047,2760,6600,1,8430,847093,0
1966,0,49,0,3,1.5,1970,10080,1,0,0,3,7,1970,0,98168,47.4703,-122.276,2240,10080,0,12050,406500,0
1982,0,33,0,3,1.75,1940,7306,1,0,0,3,8,1470,470,98052,47.6632,-122.153,2360,8865,0,9246,630000,0
1940,0,74,0,4,1.75,2250,13515,1,0,0,4,8,2150,100,98030,47.3789,-122.229,2150,12508,0,15765,350000,0
2011,0,3,0,5,2.5,2460,5604,2,0,0,3,8,2460,0,98038,47.3658,-122.037,2210,6395,0,8064,358000,0
1970,0,44,0,3,2.75,3010,12432,1,0,0,4,8,1890,1120,98052,47.6392,-122.108,2500,12432,0,15442,745000,0
1953,0,61,0,3,1,1520,10798,1,0,0,3,7,1520,0,98028,47.7635,-122.262,1670,9876,0,12318,375000,0
2010,0,4,0,2,1,980,1179,2,0,0,3,8,980,0,98119,47.6381,-122.375,1190,1600,0,2159,438000,0
1959,0,55,0,4,1.75,2190,9225,1,0,0,4,7,1250,940,98028,47.7396,-122.256,2190,9225,0,11415,375000,0
1966,0,48,0,3,1,1510,9100,1,0,0,3,7,1510,0,98003,47.3331,-122.319,1180,7220,0,10610,199000,0
1962,0,52,0,3,1,1510,15022,1,0,0,3,7,1510,0,98003,47.3304,-122.304,1510,12970,0,16532,239000,0
1979,0,36,0,4,1.75,1690,8392,1,0,0,3,7,1190,500,98028,47.773,-122.256,1880,9861,0,10082,405000,0
1983,0,31,0,2,1.75,1460,10506,1,0,0,3,7,1460,0,98031,47.4048,-122.178,1460,8153,0,11966,299950,0
1913,0,102,0,5,3,2230,4400,2,0,0,3,7,1730,500,98102,47.6404,-122.325,1280,1800,0,6630,920000,0
1977,0,37,0,4,3,3370,100681,1,0,0,5,8,1920,1450,98058,47.4319,-122.148,2440,43705,0,104051,785000,0
1987,0,28,0,4,2.5,1910,7201,1,0,0,3,7,1210,700,98198,47.3908,-122.316,1690,7554,0,9111,340000,0
1951,2014,63,0,5,3.25,2450,6534,2,0,0,3,8,1770,680,98115,47.688,-122.281,1620,6534,0,8984,849000,0
1928,0,87,0,3,1.5,1480,2700,1.5,0,0,3,7,1480,0,98112,47.623,-122.304,1970,4200,0,4180,856000,0
1916,0,99,0,3,1.75,1680,6200,1.5,0,0,3,7,1680,0,98136,47.5338,-122.384,1680,5100,0,7880,545000,0
1912,0,103,0,3,2.5,4530,22873,2,0,2,5,8,3220,1310,98166,47.4567,-122.369,3100,18210,0,27403,1120000,0
1924,0,90,0,4,1,1470,18581,1.5,0,0,3,6,1470,0,98055,47.4336,-122.197,1770,18581,0,20051,180000,0
1925,0,90,0,3,2,2510,5200,1,0,0,5,8,1470,1040,98106,47.5631,-122.366,990,5400,0,7710,562000,0
1919,1940,95,74,2,1,1330,4140,1,0,0,4,7,930,400,98115,47.6802,-122.306,1410,5100,0,5470,443500,0
1992,0,22,0,3,2.5,2510,5400,2,0,0,3,9,2510,0,98056,47.5204,-122.206,1840,5400,1,7910,550000,0
1925,0,90,0,3,1.75,2720,4720,1.5,0,0,4,7,1580,1140,98105,47.6691,-122.29,1660,4640,0,7440,685000,0
1905,0,109,0,3,1,1330,5412,2,0,0,5,7,1330,0,98022,47.2053,-121.993,1710,10825,0,6742,197500,0
1968,0,46,0,4,1.75,1650,7800,1,0,0,3,8,1650,0,98058,47.4507,-122.139,1750,10400,0,9450,327500,0
1968,0,47,0,4,2.5,2240,9934,1,0,0,4,8,1490,750,98005,47.6147,-122.166,2640,11622,0,12174,650000,0
2004,0,10,0,3,3.5,2300,5611,1,0,0,3,8,2300,0,98053,47.7122,-122.026,2170,5926,0,7911,675000,0
1996,0,18,0,5,3.5,2660,6978,2,0,0,3,8,1980,680,98092,47.2631,-122.212,2220,7294,0,9638,332100,0
2007,0,7,0,5,3.25,3940,9780,2,0,0,3,9,3940,0,98065,47.5435,-121.888,3550,8468,1,13720,695000,0
1993,0,21,0,6,4,3120,4240,2,0,2,4,7,2090,1030,98106,47.5305,-122.353,1460,4240,0,7360,315000,0
1929,1992,85,22,2,1.75,1850,3060,1,0,0,3,7,1060,790,98115,47.6821,-122.308,1850,4080,0,4910,538000,0
1984,0,30,0,3,2.5,3260,91911,2,0,0,4,9,3260,0,98077,47.737,-122.074,2520,65775,1,95171,850000,0
1995,0,20,0,3,2.5,2390,8000,2,0,0,3,8,2390,0,98042,47.3895,-122.154,2070,7585,0,10390,363000,0
1915,0,100,0,2,1,1000,4640,1,0,2,3,7,1000,0,98116,47.5659,-122.389,1940,5800,0,5640,505000,0
1976,0,38,0,3,3.75,2460,7630,1,0,0,5,8,1940,520,98177,47.7147,-122.373,2000,7326,0,10090,750000,0
1957,0,57,0,3,1.75,1940,10245,1,0,0,3,7,1940,0,98040,47.5833,-122.241,2720,11448,0,12185,650000,0
1940,0,75,0,4,1.5,2470,6000,1.5,0,0,3,7,1480,990,98199,47.6365,-122.391,2140,4000,0,8470,700000,0
1957,0,57,0,3,1.75,1820,5500,1,0,0,4,8,1620,200,98115,47.6737,-122.283,2330,6050,0,7320,659500,0
1981,0,34,0,2,1,870,4025,1,0,0,3,7,870,0,98034,47.7243,-122.161,1370,3488,0,4895,280000,0
1995,0,19,0,3,2.5,3240,33151,2,0,2,3,10,3240,0,98023,47.3256,-122.378,4050,24967,1,36391,604000,0
2009,0,5,0,5,3,2620,5477,2,0,0,3,10,2620,0,98115,47.6804,-122.288,1680,5217,1,8097,975000,0
2007,0,7,0,4,2.5,2820,6666,2,0,0,3,9,2820,0,98038,47.3473,-122.031,1880,7200,1,9486,398500,0
1910,1970,104,44,2,1,880,3200,1,0,0,3,7,880,0,98199,47.6575,-122.402,1880,6000,0,4080,415000,0
1968,0,47,0,3,1.75,1510,7700,1,0,0,3,7,1510,0,98034,47.7283,-122.194,1440,7416,0,9210,441500,0
2008,0,6,0,4,2.5,2630,6326,2,0,0,3,9,2630,0,98065,47.5222,-121.874,3240,6229,1,8956,589500,0
2007,0,7,0,3,2.5,1510,1178,2,0,0,3,8,1060,450,98122,47.6181,-122.301,1510,1210,0,2688,515000,0
2013,0,1,0,5,3,2420,11250,2,0,0,3,8,2420,0,98146,47.5082,-122.362,1510,9950,0,13670,445000,0
1990,0,24,0,4,3.25,3820,24166,2,0,1,4,11,3310,510,98040,47.5263,-122.227,2900,18786,1,27986,1250000,1
1992,0,22,0,3,2.5,2660,13367,2,0,2,3,10,2660,0,98004,47.6501,-122.217,2660,13367,1,16027,1900000,1
1989,0,26,0,3,2.25,1640,7730,1,0,0,4,7,1220,420,98038,47.3576,-122.039,1560,7566,0,9370,190000,0
1992,0,22,0,4,2,2260,8457,2,0,0,3,9,2260,0,98074,47.6251,-122.03,2410,7713,1,10717,635000,0
1926,0,89,0,4,1.5,1780,3120,1.5,0,3,3,8,1780,0,98118,47.5589,-122.264,1710,3600,0,4900,705000,0
1977,0,37,0,3,1,1270,6900,1,0,0,3,7,1270,0,98034,47.7279,-122.192,1480,7280,0,8170,379950,0
1964,0,50,0,3,1,1310,4163,1,0,0,4,7,1310,0,98126,47.5301,-122.381,1120,4166,0,5473,415885,0
1971,0,43,0,5,3.5,4010,8510,2,0,1,5,9,2850,1160,98105,47.6578,-122.286,2610,6128,1,12520,1400000,1
1963,0,51,0,4,2,2440,9600,1,0,0,5,7,1220,1220,98031,47.4142,-122.179,1370,9600,0,12040,274700,0
1971,0,44,0,5,3,2500,11779,1,0,0,4,8,1550,950,98006,47.5696,-122.127,2580,12055,0,14279,730000,0
1963,0,51,0,4,2.25,2280,7500,1,0,0,4,7,1140,1140,98198,47.4182,-122.332,1660,8000,0,9780,335000,0
1959,0,55,0,4,1.75,1570,9670,1,0,0,3,7,1170,400,98028,47.7432,-122.248,2080,9100,0,11240,356500,0
1900,0,114,0,3,1,1250,4620,1.5,0,0,4,7,1150,100,98103,47.651,-122.341,1900,4400,0,5870,712000,0
1966,0,48,0,5,2.5,3040,9570,1,0,2,4,8,1640,1400,98006,47.5651,-122.164,2920,8800,0,12610,795000,0
1978,0,37,0,3,3,2540,18900,1,0,0,3,7,1580,960,98072,47.754,-122.144,2270,16000,0,21440,475000,0
1963,0,51,0,4,3,3320,13500,1,0,0,3,7,1750,1570,98059,47.4596,-122.065,1830,13800,0,16820,302000,0
2004,0,10,0,4,2.5,3110,6142,2,0,0,3,9,3110,0,98052,47.701,-122.111,3200,6826,1,9252,751000,0
1991,0,23,0,3,2.5,1650,1838,2,0,0,4,7,1270,380,98107,47.6666,-122.367,1550,1558,0,3488,453000,0
1952,0,63,0,2,1,1060,7868,1,0,0,3,7,1060,0,98155,47.7414,-122.295,1530,10728,0,8928,294950,0
1968,0,47,0,2,1.75,1320,7540,1,0,0,3,7,1320,0,98038,47.3634,-122.052,1570,7540,0,8860,269950,0
1968,0,46,0,4,1.75,1770,9375,1,0,0,4,7,1170,600,98052,47.6935,-122.112,1540,9375,0,11145,507000,0
1967,0,47,0,3,1,1010,7680,1,0,0,4,7,1010,0,98034,47.732,-122.231,1320,7373,0,8690,350000,0
1945,0,70,0,2,1,900,1818,2,0,0,4,7,900,0,98199,47.6485,-122.397,1570,1830,0,2718,334000,0
1990,0,25,0,4,2.5,2800,6874,2,0,0,3,9,2170,630,98112,47.6215,-122.29,1430,6240,1,9674,883000,0
2005,0,9,0,4,2.5,3070,5936,2,0,0,3,9,3070,0,98075,47.5902,-121.988,3160,5936,1,9006,731000,0
1953,0,62,0,3,2.25,2960,8330,1,0,3,4,10,2260,700,98177,47.7035,-122.385,2960,8840,1,11290,1330000,1
1929,0,85,0,3,1.75,1610,3478,1.5,0,0,4,7,1060,550,98117,47.6774,-122.372,1610,3478,0,5088,540000,0
1980,0,34,0,4,2.5,1890,8505,1,0,0,3,8,1290,600,98052,47.6796,-122.115,1720,9600,0,10395,437000,0
1956,0,58,0,3,1.5,1510,8000,1,0,0,4,7,1510,0,98007,47.5865,-122.135,1430,8000,0,9510,470000,0
1935,0,79,0,4,2.5,4260,36360,1.5,0,0,4,8,4100,160,98155,47.764,-122.302,2430,17888,0,40620,635000,0
1958,0,57,0,3,1,1010,7690,1,0,0,4,6,1010,0,98058,47.4501,-122.176,1010,7619,0,8700,255000,0
1968,0,46,0,4,1.5,2310,68824,2,0,0,4,7,2310,0,98010,47.3354,-122.031,2020,39900,0,71134,407450,0
1989,0,25,0,3,1.75,1510,9837,2,0,0,3,7,1510,0,98001,47.2576,-122.255,1470,8054,0,11347,227000,0
1955,0,60,0,4,1.5,1920,7973,1,0,0,3,8,1920,0,98178,47.4961,-122.235,2020,8840,0,9893,240000,0
1924,0,90,0,3,1,1880,5450,1.5,0,0,4,8,1880,0,98112,47.6453,-122.302,2580,5450,0,7330,1000000,0
1978,0,37,0,5,1.75,2190,16788,1,0,2,3,8,1380,810,98030,47.3764,-122.176,1920,8366,0,18978,248000,0
1952,0,63,0,2,1,700,5000,1,0,0,5,6,700,0,98056,47.4927,-122.172,1040,5200,0,5700,191000,0
1984,0,31,0,3,1.75,2300,16474,1,0,0,3,7,1220,1080,98072,47.7609,-122.144,1940,15601,0,18774,482000,0
1923,0,91,0,3,2,1340,7200,1.5,0,0,4,7,1340,0,98118,47.5601,-122.265,1630,5760,0,8540,545000,0
2013,0,1,0,4,2.5,2210,4861,2,0,0,3,9,2210,0,98117,47.6959,-122.364,1590,5080,1,7071,650000,0
1987,0,27,0,3,2.25,1430,5999,2,0,0,3,7,1430,0,98023,47.3116,-122.358,1600,5999,0,7429,221000,0
1980,0,34,0,2,1,1440,6650,1,0,0,3,7,970,470,98023,47.2896,-122.369,1600,6847,0,8090,203000,0
2003,0,12,0,3,2.5,2060,7658,2,0,0,3,8,2060,0,98023,47.2923,-122.36,2250,7299,0,9718,323800,0
2000,0,14,0,2,2.25,1350,1248,2,0,0,3,7,1180,170,98102,47.6399,-122.32,1760,3360,0,2598,482000,0
1985,0,30,0,3,2.25,1780,9598,2,0,0,4,7,1780,0,98030,47.3718,-122.182,1820,7533,0,11378,245000,0
1951,0,63,0,2,1.75,1880,7208,1,0,0,3,7,940,940,98115,47.6946,-122.328,1880,8051,0,9088,340000,0
1985,0,30,0,3,2.25,2800,35362,2,0,0,3,9,2800,0,98042,47.3507,-122.089,2800,37058,1,38162,408000,0
1952,0,62,0,3,1.5,1640,5650,1,0,0,3,8,1640,0,98178,47.509,-122.251,1640,5650,0,7290,303100,0
1960,0,54,0,4,1.75,2520,21834,1,1,4,3,8,1420,1100,98146,47.4996,-122.378,1700,8100,0,24354,750000,0
2013,0,2,0,5,2.5,2130,8428,2,0,0,3,7,2130,0,98168,47.4726,-122.282,1500,11810,0,10558,380000,0
1985,0,29,0,3,1.75,1720,8867,1,0,0,3,8,1320,400,98058,47.44,-122.136,2200,9170,0,10587,348000,0
1988,0,27,0,3,2,1800,43995,2,0,0,3,8,1800,0,98077,47.7585,-122.022,2290,51400,0,45795,539000,0
1900,0,114,0,3,1,1320,3625,2,0,0,3,7,1320,0,98122,47.6049,-122.288,1660,5438,0,4945,464000,0
1967,0,48,0,3,1.75,2180,7318,1,0,0,4,7,1210,970,98126,47.5251,-122.37,2140,7560,0,9498,485000,0
1992,0,23,0,3,2.5,3290,90796,2,0,0,4,10,3290,0,98042,47.3154,-122.079,2700,55023,1,94086,685000,0
1942,0,72,0,5,1.75,2030,12342,2,0,0,4,7,2030,0,98052,47.6417,-122.109,2500,9433,0,14372,470000,0
1972,0,42,0,3,1.75,1640,6435,1,0,0,3,7,1190,450,98034,47.7197,-122.217,1770,6930,0,8075,415000,0
1993,0,22,0,4,2.5,1780,15000,2,0,0,2,7,1780,0,98058,47.4239,-122.153,2005,9680,0,16780,355000,0
1983,0,31,0,3,1.5,1730,40250,2,0,0,4,8,1730,0,98072,47.7499,-122.111,1730,36250,0,41980,535500,0
2011,0,3,0,4,2.75,3030,6625,2,0,0,3,8,3030,0,98059,47.4815,-122.152,3030,9620,0,9655,525000,0
1959,0,56,0,3,1,900,7576,1,0,0,4,6,900,0,98002,47.2881,-122.22,1220,7452,0,8476,201000,0
2005,0,9,0,5,3.5,2950,7980,2,0,3,3,9,2350,600,98065,47.5339,-121.858,2950,7980,1,10930,615000,0
1963,0,51,0,4,2.75,2640,35070,1.5,0,0,3,8,2640,0,98058,47.4242,-122.181,2520,34986,0,37710,395000,0
2000,0,14,0,1,1,580,7200,1,0,0,3,6,580,0,98126,47.5249,-122.373,1360,7560,0,7780,315000,0
1955,0,59,0,4,2,1670,12056,1,0,0,3,7,1670,0,98028,47.7418,-122.244,1860,12056,0,13726,400000,0
1938,0,76,0,5,3.75,3290,6480,2,0,0,5,10,2190,1100,98199,47.653,-122.415,2010,7639,1,9770,1390000,1
1950,2013,64,1,3,2.25,1310,12825,1,0,0,3,7,1310,0,98166,47.4515,-122.368,1600,11250,0,14135,291750,0
1980,0,35,0,6,4.5,3500,8504,2,0,0,3,7,3500,0,98155,47.7349,-122.295,1550,8460,0,12004,592500,0
2007,0,8,0,2,2.5,1770,1853,3,0,0,3,8,1770,0,98126,47.5472,-122.371,1770,1924,0,3623,369900,0
1916,0,98,0,2,1,880,4000,1,0,0,4,6,880,0,98106,47.5331,-122.352,1430,4000,0,4880,199400,0
2008,0,6,0,2,2.5,1150,1027,3,0,0,3,8,1150,0,98103,47.6534,-122.356,1360,1210,0,2177,425000,0
1941,0,73,0,2,2.25,2130,4920,1.5,0,4,4,7,1530,600,98116,47.573,-122.409,2130,4920,0,7050,730000,0
1951,2002,63,12,4,3.5,2800,6750,2,0,0,3,9,1890,910,98105,47.669,-122.275,2370,6120,1,9550,880000,0
1946,0,69,0,2,1,1120,6141,1,0,0,3,7,900,220,98117,47.6924,-122.372,1500,7529,0,7261,520000,0
1945,0,69,0,3,1,1000,4080,1,0,0,4,7,740,260,98126,47.5351,-122.381,1480,4080,0,5080,357500,0
1961,0,53,0,3,1.75,1330,7500,1,0,0,3,8,1330,0,98004,47.6074,-122.195,1690,7800,0,8830,787000,0
1986,0,29,0,3,2.25,2010,4400,1.5,0,0,3,7,2010,0,98055,47.4735,-122.189,1720,4187,0,6410,350000,0
1947,1983,68,32,5,2.75,2110,5120,2,0,0,3,7,1870,240,98106,47.5294,-122.357,1580,5120,0,7230,425000,0
2007,0,7,0,4,3.5,3370,3634,2,0,0,3,9,2750,620,98029,47.5519,-122.001,3200,3650,1,7004,812000,0
1978,0,36,0,4,2.5,2500,36254,1,0,0,4,8,1590,910,98027,47.4685,-122.004,2360,36254,0,38754,450000,0
1972,0,42,0,3,1,1140,8800,1,0,0,3,7,1140,0,98001,47.2629,-122.275,1270,13560,0,9940,172500,0
1994,0,20,0,3,2.5,2250,7294,2,0,0,3,8,2250,0,98092,47.2636,-122.212,2140,7363,0,9544,308900,0
2001,0,13,0,4,3.5,3510,9364,2,0,0,3,10,3510,0,98065,47.54,-121.876,3510,9161,1,12874,695000,0
1956,0,58,0,3,1,1520,9030,1,0,0,3,7,1520,0,98007,47.587,-122.134,1470,8712,0,10550,415000,0
1955,0,60,0,4,1,1530,7920,1,0,0,3,7,1030,500,98166,47.4544,-122.36,1690,7920,0,9450,419950,0
2008,0,7,0,3,2.25,1480,1384,3,0,0,3,8,1480,0,98103,47.691,-122.342,1310,1329,0,2864,436000,0
1954,0,60,0,3,1,1640,12384,1,0,0,4,7,1090,550,98003,47.3256,-122.298,1550,11200,0,14024,253500,0
2007,0,7,0,3,3.25,3190,5283,2,0,0,3,9,3190,0,98029,47.5534,-122.002,2950,5198,1,8473,757000,0
1928,0,86,0,4,3,2720,4800,1.5,0,0,5,8,1790,930,98105,47.6595,-122.283,2260,4800,0,7520,1020000,0
2003,0,12,0,3,3.5,3110,14872,1,0,0,3,10,3110,0,98004,47.6178,-122.209,3110,12433,1,17982,2260000,1
1961,0,53,0,4,1.5,2040,8800,1,0,0,4,7,1020,1020,98007,47.5965,-122.139,1490,8800,0,10840,510000,0
2005,0,10,0,5,3,2110,10766,2,0,0,3,7,2110,0,98030,47.3599,-122.176,1460,10400,0,12876,315000,0
2005,0,9,0,4,2.5,2600,9935,2,0,0,3,8,2600,0,98059,47.4865,-122.142,2830,7620,0,12535,540000,0
1991,0,23,0,4,2.25,2740,88426,2,0,0,3,7,2740,0,98027,47.4734,-122.006,2740,62726,0,91166,549000,0
2008,0,7,0,4,2.5,2100,1397,3,0,0,3,8,1580,520,98144,47.5928,-122.295,1490,1201,0,3497,546000,0
1949,0,66,0,2,1,890,7200,1,0,0,3,7,740,150,98115,47.6998,-122.278,1290,7200,0,8090,305000,0
2003,0,11,0,4,3,2420,9566,2,0,0,3,7,2420,0,98188,47.4693,-122.266,2420,9135,0,11986,375000,0
1950,0,64,0,3,1,1240,6090,1,0,0,4,7,1240,0,98155,47.7542,-122.307,1550,9096,0,7330,305500,0
2004,0,10,0,4,2.5,2320,6270,2,0,0,3,8,2320,0,98042,47.3501,-122.14,2150,6270,0,8590,325900,0
1978,0,36,0,3,1.75,1330,16000,1,0,0,3,7,1330,0,98001,47.28,-122.257,1330,14374,0,17330,180000,0
1980,0,34,0,3,1.5,1500,11616,1,0,0,3,7,1100,400,98031,47.4062,-122.174,1830,8288,0,13116,230000,0
1960,0,54,0,3,1,1060,52272,1,0,0,3,7,1060,0,98030,47.36,-122.178,1900,5971,0,53332,250000,0
2007,0,7,0,4,2.5,2506,7206,2,0,0,3,8,2506,0,98023,47.3236,-122.337,2441,7220,0,9712,350000,0
1983,0,32,0,3,1.5,1280,3640,2,0,0,3,6,1280,0,98002,47.334,-122.214,1150,4105,0,4920,184500,0
2002,0,12,0,3,2.5,2080,4828,2,0,0,3,8,2080,0,98042,47.3737,-122.132,2190,4620,0,6908,290000,0
2009,0,6,0,5,5,8000,23985,2,0,4,3,12,6720,1280,98004,47.6232,-122.22,4600,21750,1,31985,5350000,1
1967,0,47,0,3,1,1230,6000,1,0,0,4,7,1230,0,98002,47.3256,-122.209,1240,6000,0,7230,229500,0
2004,0,11,0,5,2.75,3190,5857,2,0,0,3,9,3190,0,98058,47.4575,-122.119,3100,5857,1,9047,544800,0
1950,0,64,0,3,1.75,2240,6050,1,0,0,4,8,1250,990,98116,47.5658,-122.4,1720,6050,0,8290,625000,0
1971,0,43,0,3,1.75,1250,9486,1,0,0,4,6,1250,0,98070,47.4341,-122.446,1270,9600,0,10736,295000,0
1984,0,31,0,4,2.75,1640,3000,1,0,0,3,7,1000,640,98118,47.5625,-122.283,1150,4545,0,4640,320000,0
1994,0,21,0,3,2.5,2070,8581,2,0,0,3,8,2070,0,98059,47.5101,-122.151,2440,7849,0,10651,470000,0
1994,0,20,0,3,2.25,2020,8379,2,0,0,3,7,2020,0,98038,47.3828,-122.023,2020,8031,0,10399,328000,0
1959,0,56,0,3,1,900,8100,1,0,0,4,6,900,0,98002,47.2866,-122.221,1000,7830,0,9000,179500,0
1959,0,55,0,3,1,1150,7260,1,0,0,3,7,1150,0,98133,47.7344,-122.333,1200,7888,0,8410,221000,0
1917,0,98,0,1,1,690,6825,1,0,0,4,5,690,0,98002,47.3109,-122.225,1330,5381,0,7515,142500,0
1921,0,93,0,3,2.5,2300,5500,1.5,0,0,4,8,2000,300,98144,47.5785,-122.293,2100,5000,0,7800,635000,0
2003,0,11,0,3,2.25,2520,6170,2,0,0,3,7,1850,670,98038,47.3522,-122.042,2260,6967,0,8690,364950,0
1902,0,112,0,6,3,4250,4400,2.5,0,0,4,7,3020,1230,98118,47.5584,-122.283,1520,4950,0,8650,665000,0
1998,0,17,0,3,2.5,2540,6762,2,0,0,3,10,2540,0,98007,47.6239,-122.144,2870,6631,1,9302,735000,0
2005,0,10,0,4,3.25,3470,5222,2,0,0,3,10,2830,640,98033,47.6845,-122.209,3090,6758,1,8692,1500000,1
2003,0,11,0,3,2.5,1920,3624,2,0,0,3,9,1920,0,98052,47.6647,-122.087,1930,3533,1,5544,674000,0
1979,0,35,0,3,2,2420,17859,1,0,1,5,9,1500,920,98034,47.7074,-122.246,2955,17859,1,20279,795000,0
1942,0,72,0,4,2.5,2280,14290,1.5,0,0,4,7,1510,770,98125,47.7054,-122.297,2140,9890,0,16570,622100,0
1926,0,88,0,2,1.75,1760,4600,1,0,0,4,7,850,910,98126,47.5654,-122.372,1150,4800,0,6360,355000,0
1962,0,52,0,3,2.75,2770,10000,1,0,1,5,8,1640,1130,98033,47.7011,-122.206,2450,10000,0,12770,678000,0
2005,0,9,0,4,2.5,3010,6100,2,0,0,3,9,3010,0,98052,47.6647,-122.08,2890,5176,1,9110,789500,0
1982,0,32,0,4,2.75,1610,11201,1,0,0,5,7,1020,590,98033,47.7024,-122.198,1610,9000,0,12811,575000,0
1941,0,74,0,2,1.75,870,4000,1,0,0,3,6,870,0,98126,47.5657,-122.376,1420,4000,0,4870,410000,0
1983,0,31,0,3,1.75,1540,9154,1,0,0,3,8,1540,0,98074,47.6207,-122.042,1990,10273,0,10694,450000,0
1910,0,104,0,2,1,920,6600,1,0,0,4,6,920,0,98118,47.5572,-122.282,1370,5500,0,7520,365000,0
1979,0,35,0,4,2.5,3020,17810,1,0,0,3,9,1600,1420,98155,47.7735,-122.281,2500,15815,1,20830,575000,0
1987,0,27,0,4,2.5,1820,20011,2,0,0,3,8,1820,0,98075,47.5842,-122.045,2710,33915,0,21831,595000,0
2006,0,8,0,3,2.5,3150,21893,2,0,0,3,9,3150,0,98014,47.6455,-121.901,2280,21886,1,25043,530000,0
1978,0,36,0,4,2.5,3030,13068,2,0,0,3,9,3030,0,98005,47.6313,-122.172,2940,11999,1,16098,680000,0
1980,0,35,0,4,2.5,1620,219542,2,0,0,3,7,1620,0,98038,47.4014,-122.069,2240,217800,0,221162,365000,0
1999,0,16,0,4,2.5,2680,4499,2,0,0,3,9,2680,0,98006,47.565,-122.125,2920,4500,1,7179,807100,0
1987,0,28,0,3,1,1120,8407,1,0,0,5,6,1120,0,98022,47.2051,-122.006,1250,8658,0,9527,225000,0
1984,0,31,0,3,2.25,2120,18255,1,0,0,3,8,1590,530,98074,47.6279,-122.037,2120,12997,0,20375,550000,0
